timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-08-28T15:16:54,CC_MODE_OFF_nb_run_4,55fc568e-0d42-44a1-8f5a-aea72de28d53,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.699416846000531,6.447070546739316e-06,1.1311807367210627e-06,35.399969801,0.0,10.0,5.111597565615864e-05,0.0,1.4437676138888694e-05,6.555365179504734e-05,Brazil,BRA,rio grande do norte,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.42,3.11.9,3.0.4,8,13th Gen Intel(R) Core(TM) i3-13100,,,-35.2235,-5.8111,3.7292709350585938,machine,N,1.0
2025-08-28T15:19:32,CC_MODE_OFF_dt_run_4,1821da25-0408-4a48-b835-398e0d7f3291,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,153.36467226900004,0.0001842544711668,1.201414044322035e-06,35.17750352375,0.0,10.0,0.0014628039261218,0.0,0.0004106909204111,0.0018734948465329,Brazil,BRA,rio grande do norte,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.42,3.11.9,3.0.4,8,13th Gen Intel(R) Core(TM) i3-13100,,,-35.2235,-5.8111,3.7292709350585938,machine,N,1.0
2025-08-28T15:23:55,CC_MODE_OFF_rf_run_4,416d1b8d-82f2-42da-b8da-23dfaf47fc6a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,257.96267541900033,0.0023012469502057,8.9208523925717e-06,35.0,0.0,10.0,0.0227075606332455,0.0,0.0006914607012583,0.0233990213345038,Brazil,BRA,rio grande do norte,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.42,3.11.9,3.0.4,8,13th Gen Intel(R) Core(TM) i3-13100,,,-35.2235,-5.8111,3.7292709350585938,machine,N,1.0
2025-08-28T15:24:22,CC_MODE_OFF_xgboost_run_4,bf0dfa87-3ceb-499b-ac67-4fcbd6564408,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,21.3791762310002,0.0001632896831018,7.637791154228186e-06,216.09639254,0.0,10.0,0.0016037265563236,0.0,5.659885041389114e-05,0.0016603254067374,Brazil,BRA,rio grande do norte,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.42,3.11.9,3.0.4,8,13th Gen Intel(R) Core(TM) i3-13100,,,-35.2235,-5.8111,3.7292709350585938,machine,N,1.0
2025-08-28T15:24:37,CC_MODE_OFF_lr_run_5,bcfc255d-9b8b-42b6-8cf8-45aecddbbd88,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,11.334621005999908,5.291829849435724e-05,4.668731179132085e-06,168.79355680727275,0.0,10.0,0.000507978864973,0.0,3.009306830833288e-05,0.0005380719332813,Brazil,BRA,rio grande do norte,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.42,3.11.9,3.0.4,8,13th Gen Intel(R) Core(TM) i3-13100,,,-35.2235,-5.8111,3.7292709350585938,machine,N,1.0
2025-08-28T15:25:59,CC_MODE_OFF_knn_run_5,3c6a7e90-18cb-4e2f-8eb0-a8c8a3b0858f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,76.85524524900029,0.0001611978526194,2.097421615105303e-06,35.000004252500005,0.0,10.0,0.0014339197422709,0.0,0.0002051359845305,0.0016390557268014,Brazil,BRA,rio grande do norte,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.42,3.11.9,3.0.4,8,13th Gen Intel(R) Core(TM) i3-13100,,,-35.2235,-5.8111,3.7292709350585938,machine,N,1.0
2025-08-28T15:26:08,CC_MODE_OFF_nb_run_5,4a1882ed-4e9b-443b-9144-b2f9f27a7045,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,4.079748766999728,4.41469907589227e-06,1.0821007194369144e-06,35.153809853750005,0.0,10.0,3.4950347570509445e-05,0.0,9.93820202777695e-06,4.488854959828639e-05,Brazil,BRA,rio grande do norte,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.42,3.11.9,3.0.4,8,13th Gen Intel(R) Core(TM) i3-13100,,,-35.2235,-5.8111,3.7292709350585938,machine,N,1.0
2025-08-28T15:28:30,CC_MODE_OFF_dt_run_5,df76a906-a3f9-488b-8538-20fa09ae2e7b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,137.5716897079992,0.0001651885154424,1.2007449773503248e-06,35.00126,0.0,10.0,0.0013115875913819,0.0,0.0003680450950222,0.0016796326864041,Brazil,BRA,rio grande do norte,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.42,3.11.9,3.0.4,8,13th Gen Intel(R) Core(TM) i3-13100,,,-35.2235,-5.8111,3.7292709350585938,machine,N,1.0
2025-08-28T15:32:23,CC_MODE_OFF_rf_run_5,bd8c8592-34f1-465c-8e54-59fb18b410b8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,227.7728362859998,0.0020553194675582,9.02354952009078e-06,35.0,0.0,10.0,0.0202880474370311,0.0,0.0006103894153527,0.0208984368523838,Brazil,BRA,rio grande do norte,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.42,3.11.9,3.0.4,8,13th Gen Intel(R) Core(TM) i3-13100,,,-35.2235,-5.8111,3.7292709350585938,machine,N,1.0
2025-08-28T15:32:48,CC_MODE_OFF_xgboost_run_5,f98b817c-fd78-40c2-bb85-9b263e77b6f0,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20.685686766999424,0.0001431816172814741,6.921772474573896e-06,176.24927673500005,0.0,10.0,0.0014011932104337184,0.0,5.467388682778215e-05,0.001455867097261501,Brazil,BRA,rio grande do norte,,,Linux-5.15.167.4-microsoft-standard-WSL2-x86_64-with-glibc2.42,3.11.9,3.0.4,8,13th Gen Intel(R) Core(TM) i3-13100,,,-35.2235,-5.8111,3.7292709350585938,machine,N,1.0
